gchr	fend	sstart	tag	fgeneid	sgeneid	len1	len2	id	distance	cdis
chr11	589305	590394	Divergent	YKR079C	YKR080W	2517	963	p3542	1089	>500
chr12	920973	922062	Codirectional+	YLR399W-A	YLR400W	105	474	p4024	1089	>500
chr1	151166	152256	Divergent	YAL001C	YAR002W	3573	1620	p70	1090	>500
chr12	83710	84803	Codirectional+	YLL029W	YLL028W	2250	1761	p3605	1093	>500
chr4	591344	592438	Divergent	YDR072C	YDR073W	1584	510	p984	1094	>500
chr14	174315	175409	Divergent	YNL251C	YNL250W	1728	3939	p4641	1094	>500
chr15	169974	171069	Codirectional+	YOL082W	YOL081W	1248	9240	p5041	1095	>500
chr13	183363	184460	Codirectional+	YML046W	YML045W-A	1890	1323	p4176	1097	>500
chr7	1051725	1052823	Divergent	YGR280C	YGR281W	816	4434	p2367	1098	>500
chr15	391075	392175	Divergent	YOR032C	YOR032W-A	1305	201	p5157	1100	>500
chr16	509999	511100	Codirectional+	YPL022W	YPL021W	3303	564	p5757	1101	>500
chr11	140691	141793	Codirectional-	YKL165C	YKL164C	2760	1026	p3306	1102	>500
chr15	1084369	1085472	Divergent	YOR394C-A	YOR396W	168	5391	p5502	1103	>500
chr3	83997	85101	Codirectional+	YCL021W-A	YCL020W	378	1317	p560	1104	>500
chr4	599688	600792	Codirectional+	YDR076W	YDR077W	1221	1017	p988	1104	>500
chr9	324105	325211	Convergent	YIL015W	YIL014C-A	1764	315	p2831	1106	>500
chr9	341428	342535	Codirectional+	YIL009W	YIL008W	2085	300	p2839	1107	>500
chr7	706501	707609	Divergent	YGR109C	YGR109W-A	1143	873	p2200	1108	>500
chr7	919465	920574	Divergent	YGR213C	YGR214W	954	1214	p2306	1109	>500
chr16	932788	933897	Convergent	YPR196W	YPR197C	1413	564	p5965	1109	>500
chr16	66614	67724	Divergent	YPL256C	YPL255W	1638	1158	p5529	1110	>500
chr5	106147	107259	Divergent	YEL025C	YEL024W	3567	648	p1492	1112	>500
chr13	661529	662643	Codirectional+	YMR198W	YMR199W	1785	1641	p4424	1114	>500
chr14	604268	605383	Codirectional+	YNL016W	YNL015W	1362	228	p4862	1115	>500
chr16	63860	64976	Convergent	YPL257W	YPL256C	582	1638	p5528	1116	>500
chr1	222891	224010	Convergent	YAR068W	YAR069C	486	294	p97	1119	>500
chr8	4541	5662	Codirectional-	YHL049C	YHL048C-A	816	135	p2383	1121	>500
chr12	927619	928742	Codirectional+	YLR403W	YLR404W	2052	858	p4027	1123	>500
chr2	372735	373860	Codirectional-	YBR067C	YBR068C	633	1830	p280	1125	>500
chr5	409063	410188	Divergent	YER124C	YER125W	1722	2430	p1652	1125	>500
chr15	1081589	1082717	Codirectional+	YOR393W	YOR394W	1314	495	p5500	1128	>500
chr7	677565	678694	Codirectional+	YGR096W	YGR097W	945	3441	p2187	1129	>500
chr13	674766	675895	Divergent	YMR205C	YMR206W	2880	942	p4431	1129	>500
chr16	8427	9556	Codirectional-	YPL282C	YPL281C	495	1314	p5505	1129	>500
chr11	24084	25214	Codirectional+	YKL217W	YKL216W	1851	945	p3257	1130	>500
chr4	1352589	1353724	Divergent	YDR445C	YDR446W	408	909	p1347	1135	>500
chr13	573331	574470	Divergent	YMR158C-A	YMR158W-B	138	321	p4380	1139	>500
chr4	1509714	1510855	Convergent	YDR536W	YDR537C	1710	606	p1433	1141	>500
chr5	117474	118616	Convergent	YEL020W-A	YEL020C	264	1683	p1497	1142	>500
chr11	212998	214141	Divergent	YKL122C	YKL121W	504	2559	p3345	1143	>500
chr5	377614	378761	Codirectional-	YER109C	YER110C	2400	3342	p1637	1147	>500
chr9	32566	33717	Codirectional-	YIL166C	YIL165C	1629	360	p2682	1151	>500
chr4	1502160	1503313	Codirectional-	YDR533C	YDR534C	714	1587	p1430	1153	>500
chr11	83550	84703	Codirectional+	YKL190W	YKL189W	604	1200	p3281	1153	>500
chr15	443531	444685	Divergent	YOR062C	YOR063W	807	1164	p5186	1154	>500
chr2	145031	146186	Divergent	YBL039C-A	YBL038W	84	699	p172	1155	>500
chr7	437934	439090	Divergent	YGL031C	YGL030W	468	548	p2063	1156	>500
chr1	138345	139502	Codirectional-	YAL007C	YAL005C	648	1929	p66	1157	>500
chr4	667858	669015	Convergent	YDR106W	YDR107C	855	2019	p1018	1157	>500
chr13	448086	449244	Divergent	YMR089C	YMR090W	2478	684	p4309	1158	>500
chr2	254209	255372	Codirectional-	YBR008C	YBR009C	1647	312	p220	1163	>500
chr1	10399	11564	Convergent	YAL066W	YAL065C	309	387	p5	1165	>500
chr12	193281	194451	Divergent	YLR024C	YLR025W	5619	723	p3656	1170	>500
chr2	257975	259146	Codirectional-	YBR011C	YBR012C	864	420	p223	1171	>500
chr4	443511	444682	Codirectional+	YDL004W	YDL003W	483	1701	p908	1171	>500
chr16	581196	582372	Codirectional-	YPR010C	YPR010C-A	3612	362	p5788	1176	>500
chr8	34077	35254	Codirectional-	YHL034C	YHL033C	885	771	p2399	1177	>500
chr14	778738	779915	Divergent	YNR074C	YNR075W	1137	1125	p4950	1177	>500
chr12	808818	809996	Codirectional+	YLR341W	YLR342W	1434	5631	p3969	1178	>500
chr9	302498	303678	Convergent	YIL028W	YIL027C	399	426	p2818	1180	>500
chr5	51539	52720	Codirectional-	YEL055C	YEL054C	3069	498	p1462	1181	>500
chr14	64562	65743	Divergent	YNL301C	YNL300W	993	309	p4592	1181	>500
chr14	771468	772656	Divergent	YNR071C	YNR072W	1029	1695	p4947	1188	>500
chr4	1022321	1023510	Codirectional-	YDR281C	YDR282C	315	1245	p1188	1189	>500
chr13	118898	120088	Codirectional-	YML075C	YML074C	3165	1236	p4145	1190	>500
chr11	516871	518062	Convergent	YKR039W	YKR040C	1809	504	p3504	1191	>500
chr5	263698	264891	Codirectional-	YER054C	YER055C	1647	894	p1577	1193	>500
chr4	1305072	1306266	Codirectional+	YDR419W	YDR420W	1899	5409	p1326	1194	>500
chr6	206257	207451	Divergent	YFR026C	YFR027W	510	846	p1815	1194	>500
chr1	67520	68715	Codirectional-	YAL040C	YAL039C	1743	810	p31	1195	>500
chr16	280926	282121	Codirectional+	YPL144W	YPL143W	447	849	p5639	1195	>500
chr4	1330040	1331236	Codirectional+	YDR433W	YDR434W	441	1605	p1337	1196	>500
chr16	821423	822619	Divergent	YPR144C	YPR145W	1659	1719	p5911	1196	>500
chr4	1242031	1243229	Divergent	YDR384C	YDR385W	828	2529	p1295	1198	>500
chr2	466048	467247	Codirectional+	YBR113W	YBR114W	483	2373	p328	1199	>500
chr4	562327	563526	Divergent	YDR054C	YDR055W	888	1335	p966	1199	>500
chr11	93298	94498	Divergent	YKL186C	YKL185W	555	1767	p3285	1200	>500
chr12	13445	14647	Codirectional-	YLL064C	YLL063C	363	1425	p3574	1202	>500
chr14	545909	547112	Divergent	YNL043C	YNL042W-B	321	258	p4834	1203	>500
chr10	96529	97736	Divergent	YJL173C	YJL172W	369	1731	p2938	1207	>500
chr11	91536	92743	Codirectional-	YKL187C	YKL186C	2253	555	p3284	1207	>500
chr15	409660	410869	Codirectional+	YOR042W	YOR043W	1236	1461	p5168	1209	>500
chr15	773363	774572	Divergent	YOR231C-A	YOR232W	201	687	p5344	1209	>500
chr5	130561	131771	Codirectional+	YEL013W	YEL012W	1737	780	p1506	1210	>500
chr15	21311	22524	Codirectional-	YOL158C	YOL157C	1821	1770	p4965	1213	>500
chr8	237693	238909	Convergent	YHR071W	YHR071C-A	690	321	p2512	1216	>500
chr13	267800	269018	Convergent	YML001W	YMR001C	627	2118	p4219	1218	>500
chr6	3846	5065	Divergent	YFL064C	YFL063W	525	456	p1724	1219	>500
chr4	436824	438046	Divergent	YDL007C-A	YDL007W	258	1314	p904	1222	>500
chr8	289690	290912	Convergent	YHR093W	YHR094C	549	1713	p2538	1222	>500
chr10	537549	538771	Codirectional+	YJR054W	YJR055W	1494	495	p3146	1222	>500
chr11	439385	440607	Codirectional-	YKL001C	YKR001C	609	2115	p3467	1222	>500
chr12	150163	151388	Convergent	YLL001W	YLR001C	2274	2589	p3632	1225	>500
chr11	270650	271877	Divergent	YKL091C	YKL090W	933	1332	p3376	1227	>500
chr10	322157	323385	Codirectional+	YJL061W	YJL060W	2142	1335	p3044	1228	>500
chr8	293437	294668	Convergent	YHR095W	YHR096C	495	1779	p2540	1231	>500
chr10	172367	173598	Codirectional-	YJL130C	YJL129C	6645	3708	p2979	1231	>500
chr7	810505	811737	Codirectional+	YGR161W-C	YGR161W-A	279	1317	p2252	1232	>500
chr2	476437	477670	Divergent	YBR117C	YBR118W	2046	1377	p331	1233	>500
chr12	822592	823827	Codirectional-	YLR346C	YLR347C	306	2586	p3975	1235	>500
chr12	1058518	1059756	Convergent	YLR459W	YLR460C	1185	1131	p4082	1238	>500
chr10	180310	181550	Convergent	YJL127W-A	YJL127C-B	117	159	p2982	1240	>500
chr11	355079	356321	Codirectional+	YKL045W	YKL044W	1587	321	p3422	1242	>500
chr15	836431	837673	Divergent	YOR273C	YOR274W	1980	1287	p5383	1242	>500
chr13	768039	769282	Divergent	YMR247C	YMR247W-A	4689	144	p4475	1243	>500
chr8	501143	502387	Divergent	YHR201C	YHR202W	1194	1809	p2652	1244	>500
chr15	366882	368126	Codirectional+	YOR018W	YOR019W	2514	2193	p5142	1244	>500
chr4	1411127	1412372	Divergent	YDR476C	YDR477W	675	1902	p1376	1245	>500
chr2	169376	170622	Codirectional+	YBL027W	YBL026W	954	416	p185	1246	>500
chr8	17841	19087	Convergent	YHL041W	YHL040C	450	1884	p2392	1246	>500
chr5	569907	571154	Divergent	YER188C-A	YER189W	300	369	p1719	1247	>500
chr10	227776	229024	Convergent	YJL104W	YJL103C	450	1857	p3004	1248	>500
chr10	517513	518762	Codirectional-	YJR043C	YJR044C	1053	423	p3135	1249	>500
chr16	640958	642207	Codirectional+	YPR034W	YPR035W	1434	1113	p5814	1249	>500
chr12	230451	231701	Codirectional-	YLR042C	YLR043C	486	312	p3674	1250	>500
chr14	283009	284259	Codirectional+	YNL190W	YNL189W	615	1629	p4694	1250	>500
chr6	111093	112344	Codirectional+	YFL012W	YFL011W	447	1641	p1777	1251	>500
chr7	787779	789030	Divergent	YGR148C	YGR149W	468	1299	p2240	1251	>500
chr7	478652	479909	Codirectional-	YGL009C	YGL008C	2340	2757	p2084	1257	>500
chr14	500256	501514	Codirectional+	YNL067W	YNL066W	576	1263	p4812	1258	>500
chr8	465669	466931	Codirectional+	YHR180W	YHR180W-A	492	183	p2629	1262	>500
chr11	162335	163599	Codirectional+	YKL154W	YKL153W	735	510	p3317	1264	>500
chr3	305467	306734	Divergent	YCR102C	YCR102W-A	1107	198	p673	1267	>500
chr5	438344	439615	Divergent	YER135C	YER136W	393	1356	p1663	1271	>500
chr12	490594	491865	Convergent	YLR162W-A	YLR163C	189	1389	p3805	1271	>500
chr8	16119	17391	Codirectional+	YHL042W	YHL041W	453	450	p2391	1272	>500
chr2	62602	63875	Divergent	YBL086C	YBL085W	1401	2943	p129	1273	>500
chr11	430632	431905	Divergent	YKL006C-A	YKL006W	435	815	p3461	1273	>500
chr14	691286	692560	Codirectional+	YNR034W	YNR034W-A	966	297	p4910	1274	>500
chr12	48662	49937	Codirectional+	YLL044W	YLL043W	447	2010	p3591	1275	>500
chr9	432111	433388	Codirectional-	YIR039C	YIR040C	1614	333	p2890	1277	>500
chr10	683285	684566	Divergent	YJR137C	YJR138W	4329	4755	p3224	1281	>500
chr4	550576	551859	Divergent	YDR046C	YDR047W	1815	1089	p960	1283	>500
chr2	668840	670124	Codirectional+	YBR223W-A	YBR224W	120	516	p439	1284	>500
chr6	161200	162487	Codirectional+	YFR008W	YFR009W	666	2259	p1796	1287	>500
chr15	1072923	1074212	Divergent	YOR388C	YOR389W	1131	1875	p5495	1289	>500
chr13	731123	732413	Divergent	YMR229C	YMR230W	5190	728	p4455	1290	>500
chr5	259639	260932	Codirectional-	YER053C	YER053C-A	903	114	p1575	1293	>500
chr7	110404	111699	Convergent	YGL205W	YGL204C	2247	306	p1903	1295	>500
chr4	1015702	1017000	Codirectional-	YDR277C	YDR278C	1302	318	p1184	1298	>500
chr15	891432	892730	Codirectional-	YOR306C	YOR307C	1566	1362	p5416	1298	>500
chr3	178220	179519	Divergent	YCR031C	YCR032W	721	6504	p612	1299	>500
chr15	339978	341277	Codirectional-	YOR007C	YOR008C	1041	1137	p5129	1299	>500
chr16	688807	690106	Codirectional+	YPR071W	YPR072W	636	1683	p5845	1299	>500
chr12	167802	169102	Divergent	YLR010C	YLR011W	483	576	p3642	1300	>500
chr7	401287	402588	Divergent	YGL054C	YGL053W	417	714	p2043	1301	>500
chr7	1068991	1070292	Divergent	YGR287C	YGR288W	1770	1422	p2374	1301	>500
chr14	776300	777601	Codirectional-	YNR073C	YNR074C	1509	1137	p4949	1301	>500
chr15	233636	234939	Divergent	YOL052C	YOL051W	1191	3246	p5071	1303	>500
chr4	212046	213350	Divergent	YDL139C	YDL138W	672	2292	p784	1304	>500
chr5	361794	363099	Divergent	YER101C	YER102W	1293	603	p1630	1305	>500
chr16	591026	592331	Codirectional-	YPR015C	YPR016C	744	738	p5794	1305	>500
chr16	197788	199094	Divergent	YPL184C	YPL183W-A	1839	282	p5599	1306	>500
chr5	268113	269422	Codirectional-	YER056C	YER056C-A	1602	763	p1579	1309	>500
chr7	986739	988048	Codirectional+	YGR248W	YGR249W	768	1371	p2338	1309	>500
chr14	585291	586601	Codirectional-	YNL025C	YNL024C-A	972	219	p4852	1310	>500
chr1	22685	23999	Codirectional-	YAL063C-A	YAL063C	291	3969	p10	1314	>500
chr10	373799	375114	Codirectional-	YJL039C	YJL038C	5052	660	p3067	1315	>500
chr15	127920	129236	Divergent	YOL101C	YOL100W	939	3246	p5021	1316	>500
chr4	421514	422832	Codirectional-	YDL019C	YDL018C	3852	678	p895	1318	>500
chr13	836867	838186	Divergent	YMR283C	YMR284W	1542	1809	p4512	1319	>500
chr4	19312	20634	Codirectional+	YDL242W	YDL241W	354	372	p686	1322	>500
chr16	338620	339943	Divergent	YPL112C	YPL111W	1185	1002	p5669	1323	>500
chr13	462609	463933	Codirectional-	YMR098C	YMR099C	1839	894	p4318	1324	>500
chr3	303030	304360	Codirectional-	YCR101C	YCR102C	549	1107	p672	1330	>500
chr13	167781	169115	Codirectional-	YML054C-A	YML053C	159	639	p4168	1334	>500
chr4	538467	539802	Divergent	YDR040C	YDR041W	3276	612	p954	1335	>500
chr12	733876	735211	Convergent	YLR303W	YLR304C	1335	2337	p3935	1335	>500
chr12	365330	366666	Convergent	YLR107W	YLR108C	1215	1458	p3737	1336	>500
chr5	560365	561704	Convergent	YER185W	YER186C	912	921	p1715	1339	>500
chr15	741569	742909	Divergent	YOR211C	YOR212W	2646	1272	p5326	1340	>500
chr4	628534	629875	Divergent	YDR091C	YDR092W	1827	730	p1004	1341	>500
chr8	457952	459298	Codirectional+	YHR177W	YHR178W	1362	2232	p2626	1346	>500
chr13	905973	907320	Codirectional-	YMR316C-A	YMR316C-B	312	309	p4546	1347	>500
chr14	229714	231067	Convergent	YNL222W	YNL221C	621	2628	p4666	1353	>500
chr5	385876	387231	Divergent	YER111C	YER112W	3282	564	p1639	1355	>500
chr9	141569	142927	Divergent	YIL117C	YIL116W	957	1158	p2731	1358	>500
chr2	164772	166133	Divergent	YBL029C-A	YBL029W	285	1131	p182	1361	>500
chr7	766064	767428	Codirectional+	YGR139W	YGR140W	339	2871	p2230	1364	>500
chr15	303983	305348	Divergent	YOL012C	YOL011W	405	2061	p5111	1365	>500
chr13	13174	14540	Codirectional-	YML130C	YML129C	1692	213	p4091	1366	>500
chr4	945438	946806	Codirectional+	YDR241W	YDR242W	288	1650	p1147	1368	>500
chr16	920487	921859	Codirectional+	YPR191W	YPR192W	1107	918	p5960	1372	>500
chr10	220016	221389	Divergent	YJL107C	YJL106W	1164	1938	p3001	1373	>500
chr13	769426	770800	Codirectional+	YMR247W-A	YMR250W	144	1758	p4476	1374	>500
chr15	570807	572181	Codirectional-	YOR130C	YOR131C	879	657	p5249	1374	>500
chr2	405251	406627	Codirectional-	YBR081C	YBR082C	3999	542	p295	1376	>500
chr6	193435	194811	Codirectional+	YFR020W	YFR021W	699	1503	p1809	1376	>500
chr11	307827	309205	Codirectional+	YKL069W	YKL068W-A	543	237	p3396	1378	>500
chr3	8326	9705	Divergent	YCL073C	YCL069W	1848	1377	p518	1379	>500
chr7	3932	5311	Codirectional+	YGL263W	YGL262W	1143	528	p1848	1379	>500
chr7	7090	8469	Codirectional+	YGL260W	YGL259W	231	498	p1851	1379	>500
chr13	361322	362701	Divergent	YMR045C	YMR046W-A	0	129	p4267	1379	>500
chr3	115999	117379	Convergent	YCR001W	YCR002C	315	969	p578	1380	>500
chr15	519972	521352	Codirectional+	YOR106W	YOR107W	852	930	p5226	1380	>500
chr1	188811	190192	Codirectional+	YAR033W	YAR035W	705	2064	p87	1381	>500
chr5	566655	568039	Codirectional+	YER187W	YER188W	426	720	p1717	1384	>500
chr7	404391	405775	Codirectional+	YGL051W	YGL050W	705	822	p2045	1384	>500
chr2	28546	29934	Codirectional+	YBL100W-C	YBL100W-A	120	1317	p115	1388	>500
chr5	311199	312589	Codirectional-	YER075C	YER076C	2787	909	p1601	1390	>500
chr14	715388	716779	Codirectional-	YNR050C	YNR051C	1341	1548	p4926	1391	>500
chr14	551987	553379	Divergent	YNL041C	YNL040W	2520	1371	p4837	1392	>500
chr7	114664	116058	Divergent	YGL203C	YGL202W	2190	1503	p1905	1394	>500
chr12	592043	593437	Divergent	YLR227C	YLR227W-A	1482	1323	p3865	1394	>500
chr15	1063648	1065042	Codirectional+	YOR384W	YOR385W	2085	873	p5491	1394	>500
chr7	94460	95857	Codirectional+	YGL210W	YGL209W	669	1149	p1898	1397	>500
chr6	191338	192736	Codirectional+	YFR019W	YFR020W	6837	699	p1808	1398	>500
chr2	370699	372102	Codirectional-	YBR066C	YBR067C	663	633	p279	1403	>500
chr14	738545	739950	Codirectional+	YNR059W	YNR060W	1743	2160	p4935	1405	>500
chr15	907935	909342	Divergent	YOR316C-A	YOR317W	210	2103	p5427	1407	>500
chr16	619014	620424	Convergent	YPR026W	YPR027C	3636	834	p5806	1410	>500
chr11	364193	365604	Codirectional+	YKL039W	YKL038W	1572	3513	p3428	1411	>500
chr10	194873	196286	Divergent	YJL116C	YJL115W	1014	840	p2993	1413	>500
chr14	634518	635942	Codirectional+	YNR003W-A	YNR004W	99	441	p4880	1424	>500
chr4	470424	471852	Codirectional+	YDR011W	YDR012W	4506	1089	p922	1428	>500
chr13	289704	291133	Codirectional+	YMR011W	YMR012W	1626	3834	p4231	1429	>500
chr12	19707	21137	Convergent	YLL061W	YLL060C	1752	702	p3577	1430	>500
chr14	730186	731617	Codirectional-	YNR055C	YNR056C	1761	1686	p4931	1431	>500
chr15	697334	698767	Convergent	YOR191W	YOR192C	4860	1800	p5308	1433	>500
chr5	45721	47167	Divergent	YEL057C	YEL056W	702	1206	p1460	1446	>500
chr16	575102	576551	Codirectional+	YPR008W	YPR009W	2085	807	p5786	1449	>500
chr5	338411	339863	Codirectional-	YER090C-A	YER091C	90	2304	p1618	1452	>500
chr16	286061	287513	Codirectional-	YPL141C	YPL140C	2598	1521	p5641	1452	>500
chr2	1128	2581	Convergent	YBL113W-A	YBL112C	483	318	p101	1453	>500
chr12	198085	199539	Codirectional-	YLR027C	YLR028C	1257	1776	p3659	1454	>500
chr13	420029	421483	Codirectional-	YMR076C	YMR077C	3834	666	p4296	1454	>500
chr8	249641	251100	Divergent	YHR075C	YHR076W	1203	1125	p2518	1459	>500
chr13	761891	763350	Convergent	YMR246W	YMR247C	2085	4689	p4474	1459	>500
chr7	609101	610563	Codirectional+	YGR059W	YGR060W	1539	930	p2153	1462	>500
chr3	142170	143633	Divergent	YCR015C	YCR016W	954	873	p591	1463	>500
chr4	21006	22470	Convergent	YDL241W	YDL240C-A	372	138	p687	1464	>500
chr15	504328	505793	Divergent	YOR095C	YOR096W	777	974	p5217	1465	>500
chr4	794723	796192	Codirectional-	YDR169C-A	YDR170C	150	6030	p1076	1469	>500
chr4	541203	542673	Codirectional-	YDR042C	YDR043C	603	696	p956	1470	>500
chr11	254248	255719	Convergent	YKL100W-A	YKL099C	90	753	p3365	1471	>500
chr13	464827	466299	Divergent	YMR099C	YMR100W	894	1863	p4319	1472	>500
chr2	237467	238940	Codirectional-	YBL001C	YBR001C	315	2343	p212	1473	>500
chr8	463704	465177	Codirectional+	YHR179W	YHR180W	1203	492	p2628	1473	>500
chr7	544205	545680	Convergent	YGR029W	YGR030C	653	477	p2121	1475	>500
chr15	1018746	1020221	Codirectional-	YOR362C	YOR363C	867	2991	p5470	1475	>500
chr2	6125	7604	Convergent	YBL109W	YBL108C-A	336	129	p104	1479	>500
chr15	8115	9596	Codirectional+	YOL164W	YOL163W	1941	510	p4958	1481	>500
chr15	27218	28702	Convergent	YOL155W-A	YOL155C	135	2904	p4968	1484	>500
chr2	482484	483969	Codirectional-	YBR121C-A	YBR122C	159	534	p335	1485	>500
chr10	377336	378824	Codirectional+	YJL037W	YJL036W	675	1272	p3069	1488	>500
chr16	839777	841265	Divergent	YPR156C	YPR157W	1869	1404	p5922	1488	>500
chr11	378572	380064	Convergent	YKL033W	YKL032C	3117	1794	p3433	1492	>500
chr2	807105	808599	Convergent	YBR299W	YBR300C	1755	498	p515	1494	>500
chr4	1219613	1221111	Codirectional-	YDR371C-A	YDR372C	105	1038	p1279	1498	>500
chr5	186775	188276	Codirectional+	YER015W	YER016W	2235	1035	p1533	1501	>500
chr5	422446	423951	Divergent	YER130C	YER131W	1332	360	p1658	1505	>500
chr7	773686	775192	Codirectional+	YGR142W	YGR143W	1233	2316	p2233	1506	>500
chr16	607312	608825	Codirectional-	YPR022C	YPR023C	3402	1206	p5802	1513	>500
chr10	721297	722814	Codirectional+	YJR152W	YJR153W	1632	1086	p3239	1517	>500
chr13	282584	284101	Divergent	YMR008C	YMR009W	1995	540	p4228	1517	>500
chr2	287925	289444	Divergent	YBR023C	YBR024W	3498	906	p236	1519	>500
chr1	175330	176855	Convergent	YAR019W-A	YAR020C	333	168	p81	1525	>500
chr12	783387	784912	Divergent	YLR327C	YLR328W	261	1206	p3958	1525	>500
chr13	308682	310207	Codirectional+	YMR017W	YMR018W	1194	1545	p4238	1525	>500
chr14	631481	633007	Convergent	YNR001W-A	YNR002C	219	849	p4878	1526	>500
chr6	180743	182273	Codirectional-	YFR016C	YFR017C	3702	588	p1805	1530	>500
chr7	1078353	1079884	Convergent	YGR292W	YGR293C	1755	462	p2378	1531	>500
chr16	450377	451908	Codirectional-	YPL058C	YPL057C	4536	1149	p5722	1531	>500
chr3	82085	83619	Divergent	YCL022C	YCL021W-A	516	378	p559	1534	>500
chr14	661374	662912	Divergent	YNR016C	YNR017W	6702	669	p4892	1538	>500
chr12	391944	393483	Codirectional+	YLR124W	YLR125W	345	411	p3753	1539	>500
chr3	272863	274403	Divergent	YCR090C	YCR091W	549	2163	p660	1540	>500
chr2	251016	252562	Codirectional-	YBR007C	YBR008C	2211	1647	p219	1546	>500
chr6	157752	159298	Codirectional+	YFR006W	YFR007W	1608	1062	p1794	1546	>500
chr12	817761	819311	Codirectional+	YLR343W	YLR344W	1668	831	p3972	1550	>500
chr15	618288	619839	Divergent	YOR152C	YOR153W	771	4536	p5269	1551	>500
chr15	1070241	1071792	Codirectional-	YOR387C	YOR388C	621	1131	p5494	1551	>500
chr7	581436	582989	Codirectional-	YGR043C	YGR044C	1002	903	p2137	1553	>500
chr11	146074	147629	Codirectional-	YKL162C-A	YKL162C	153	1209	p3309	1555	>500
chr10	454681	456238	Divergent	YJR009C	YJR010W	999	1536	p3108	1557	>500
chr4	368211	369770	Divergent	YDL048C	YDL047W	1473	936	p871	1559	>500
chr7	875109	876668	Codirectional-	YGR188C	YGR189C	3066	1524	p2281	1559	>500
chr10	542502	544061	Divergent	YJR056C	YJR057W	711	651	p3148	1559	>500
chr10	730877	732439	Codirectional+	YJR157W	YJR158W	363	1704	p3244	1562	>500
chr11	7528	9090	Convergent	YKL221W	YKL220C	1422	2136	p3253	1562	>500
chr14	88736	90302	Codirectional+	YNL289W	YNL288W	840	1122	p4603	1566	>500
chr6	15431	17003	Divergent	YFL056C	YFL055W	639	1677	p1732	1572	>500
chr4	1200553	1202127	Codirectional+	YDR363W	YDR363W-A	1371	270	p1269	1574	>500
chr12	480296	481872	Divergent	YLR157C-B	YLR157W-E	0	165	p3796	1576	>500
chr14	301103	302679	Divergent	YNL179C	YNL178W	438	723	p4704	1576	>500
chr11	142819	144400	Divergent	YKL164C	YKL163W	1026	978	p3307	1581	>500
chr16	862861	864448	Codirectional-	YPR160C-A	YPR161C	285	1974	p5930	1587	>500
chr9	248396	249990	Divergent	YIL057C	YIL056W	495	1923	p2788	1594	>500
chr16	55153	56747	Divergent	YPL258C	YPL257W-A	1656	1323	p5526	1594	>500
chr7	534458	536056	Divergent	YGR027C	YGR027W-A	327	1323	p2118	1598	>500
chr14	745343	746942	Divergent	YNR062C	YNR063W	984	1824	p4938	1599	>500
chr2	798522	800122	Codirectional-	YBR296C	YBR296C-A	1725	120	p510	1600	>500
